model,dataset,idx,label,pred,correct,conf_top1,top5_idx,top5_probs,image_id,class_index,class_hash,class_label,object_category,background_category,background_subcategory
base,inpainted,877,418,132,0,0.0791527703404426,"[132, 978, 97, 20, 646]","[0.07915277034044266, 0.07745222002267838, 0.05267901346087456, 0.04121701046824455, 0.03213653713464737]",ILSVRC2012_val_00000721,418,n02783161,ballpoint,clothing_and_accessories,human_related,table
base,inpainted,878,849,984,0,0.047730054706335,"[984, 701, 972, 978, 425]","[0.04773005470633507, 0.04650905728340149, 0.030597936362028122, 0.028830772265791893, 0.027962230145931244]",ILSVRC2012_val_00000826,849,n04398044,teapot,household,human_related,table
base,inpainted,879,899,881,0,0.1008016243577003,"[881, 831, 421, 688, 827]","[0.10080162435770035, 0.06210542470216751, 0.05617975443601608, 0.05076947808265686, 0.04663209617137909]",ILSVRC2012_val_00000858,899,n04560804,water_jug,household,human_related,table
base,inpainted,880,963,750,0,0.0756402462720871,"[750, 915, 519, 492, 539]","[0.0756402462720871, 0.07462684065103531, 0.06875599175691605, 0.0675811842083931, 0.06660538911819458]",ILSVRC2012_val_00001653,963,n07873807,pizza,food,human_related,table
base,inpainted,881,956,6,0,0.1306437700986862,"[6, 395, 164, 34, 236]","[0.13064377009868622, 0.0490504615008831, 0.034447960555553436, 0.019417695701122284, 0.015421412885189056]",ILSVRC2012_val_00002336,956,n07760859,custard_apple,food,human_related,table
base,inpainted,882,961,958,0,0.0511884614825248,"[958, 868, 416, 881, 492]","[0.05118846148252487, 0.046291250735521317, 0.03195714205503464, 0.026961974799633026, 0.021500810980796814]",ILSVRC2012_val_00002839,961,n07860988,dough,food,human_related,table
base,inpainted,883,786,538,0,0.2122585177421569,"[538, 634, 881, 579, 829]","[0.21225851774215698, 0.07164870202541351, 0.033208806067705154, 0.033095017075538635, 0.03158719837665558]",ILSVRC2012_val_00004128,786,n04179913,sewing_machine,technology_and_electronics,human_related,table
base,inpainted,884,440,495,0,0.3253185451030731,"[495, 453, 548, 624, 454]","[0.3253185451030731, 0.22354891896247864, 0.11611577123403549, 0.07423687726259232, 0.047993503510951996]",ILSVRC2012_val_00004888,440,n02823428,beer_bottle,household,human_related,table
base,inpainted,885,846,549,0,0.1256814301013946,"[549, 846, 435, 831, 619]","[0.12568143010139465, 0.0616987980902195, 0.04870698228478432, 0.04215370863676071, 0.03732229769229889]",ILSVRC2012_val_00006229,846,n04380533,table_lamp,household,human_related,table
base,inpainted,886,969,673,0,0.1109939292073249,"[673, 961, 846, 809, 700]","[0.11099392920732498, 0.0769914761185646, 0.05838931351900101, 0.056773800402879715, 0.049339573830366135]",ILSVRC2012_val_00006948,969,n07932039,eggnog,food,human_related,table
base,inpainted,887,945,270,0,0.0996375009417533,"[270, 382, 286, 269, 260]","[0.09963750094175339, 0.06892643868923187, 0.04214771091938019, 0.0418870709836483, 0.04151624068617821]",ILSVRC2012_val_00007748,945,n07720875,bell_pepper,food,human_related,table
base,inpainted,888,752,701,0,0.0714094191789627,"[701, 492, 868, 569, 405]","[0.07140941917896271, 0.06272102147340775, 0.05020208656787872, 0.03960035741329193, 0.033737435936927795]",ILSVRC2012_val_00008890,752,n04039381,racket,sports_and_recreation,human_related,table
base,inpainted,889,651,831,0,0.7330343723297119,"[831, 532, 896, 876, 453]","[0.7330343723297119, 0.061368606984615326, 0.041678085923194885, 0.02777455747127533, 0.01419619470834732]",ILSVRC2012_val_00009531,651,n03761084,microwave,household,human_related,table
base,inpainted,890,945,462,0,0.3992902636528015,"[462, 947, 696, 425, 854]","[0.3992902636528015, 0.38067781925201416, 0.03608699142932892, 0.0211105328053236, 0.016433773562312126]",ILSVRC2012_val_00009973,945,n07720875,bell_pepper,food,human_related,table
base,inpainted,891,438,918,0,0.0493764467537403,"[918, 767, 587, 726, 398]","[0.04937644675374031, 0.04688975214958191, 0.04274754971265793, 0.04066446051001549, 0.03973216935992241]",ILSVRC2012_val_00011248,438,n02815834,beaker,household,human_related,table
base,inpainted,892,441,961,0,0.1308616399765014,"[961, 835, 492, 491, 924]","[0.13086163997650146, 0.07289189845323563, 0.05260448530316353, 0.04973244667053223, 0.04195705056190491]",ILSVRC2012_val_00011370,441,n02823750,beer_glass,household,human_related,table
base,inpainted,893,818,496,0,0.2551017701625824,"[496, 90, 643, 775, 893]","[0.2551017701625824, 0.10166911035776138, 0.06580653786659241, 0.04710729420185089, 0.03500838577747345]",ILSVRC2012_val_00011608,818,n04286575,spotlight,household,human_related,table
base,inpainted,894,941,961,0,0.2283489257097244,"[961, 969, 967, 925, 113]","[0.22834892570972443, 0.10762929171323776, 0.049484219402074814, 0.046014390885829926, 0.030906643718481064]",ILSVRC2012_val_00012215,941,n07717410,acorn_squash,food,human_related,table
base,inpainted,895,711,677,0,0.2018899619579315,"[677, 831, 47, 910, 159]","[0.20188996195793152, 0.04156747832894325, 0.03979483246803284, 0.03880111500620842, 0.027039986103773117]",ILSVRC2012_val_00014886,711,n03916031,perfume,household,human_related,table
base,inpainted,896,152,52,0,0.126977801322937,"[52, 623, 311, 427, 460]","[0.126977801322937, 0.04430411756038666, 0.029718194156885147, 0.02691662684082985, 0.024388888850808144]",ILSVRC2012_val_00014911,152,n02085782,Japanese_spaniel,animals,human_related,table
base,inpainted,897,996,885,0,0.3244611024856567,"[885, 912, 753, 733, 44]","[0.32446110248565674, 0.10072216391563416, 0.09175729006528854, 0.038315482437610626, 0.02397184446454048]",ILSVRC2012_val_00015104,996,n13052670,hen-of-the-woods,food,human_related,table
base,inpainted,898,898,940,0,0.073818139731884,"[940, 532, 941, 259, 309]","[0.073818139731884, 0.06920783966779709, 0.04619048908352852, 0.0417943075299263, 0.041370466351509094]",ILSVRC2012_val_00015556,898,n04557648,water_bottle,household,human_related,table
base,inpainted,899,441,441,1,0.4811688959598541,"[441, 470, 846, 899, 725]","[0.4811688959598541, 0.08334949612617493, 0.04679257050156593, 0.027604511007666588, 0.025830643251538277]",ILSVRC2012_val_00016435,441,n02823750,beer_glass,household,human_related,table
base,inpainted,900,953,549,0,0.1214160844683647,"[549, 499, 559, 492, 519]","[0.12141608446836472, 0.0914289727807045, 0.040956150740385056, 0.031158272176980972, 0.025918923318386078]",ILSVRC2012_val_00017427,953,n07753275,pineapple,food,human_related,table
base,inpainted,901,505,769,0,0.0623556151986122,"[769, 549, 879, 659, 623]","[0.06235561519861221, 0.05929386615753174, 0.04633497819304466, 0.036737628281116486, 0.03174472600221634]",ILSVRC2012_val_00020255,505,n03063689,coffeepot,household,human_related,table
base,inpainted,902,773,633,0,0.0608673654496669,"[633, 631, 837, 604, 587]","[0.06086736544966698, 0.06032496318221092, 0.03784444183111191, 0.035429276525974274, 0.03490399196743965]",ILSVRC2012_val_00020318,773,n04131690,saltshaker,household,human_related,table
base,inpainted,903,942,429,0,0.1033434122800827,"[429, 695, 618, 704, 560]","[0.1033434122800827, 0.10219681262969971, 0.09257284551858902, 0.0893372967839241, 0.04408940300345421]",ILSVRC2012_val_00021200,942,n07717556,butternut_squash,food,human_related,table
base,inpainted,904,891,704,0,0.036746934056282,"[704, 637, 888, 883, 649]","[0.03674693405628204, 0.028329454362392426, 0.025397252291440964, 0.023476751521229744, 0.02290182001888752]",ILSVRC2012_val_00021533,891,n04542943,waffle_iron,technology_and_electronics,human_related,table
base,inpainted,905,968,721,0,0.1893500387668609,"[721, 406, 648, 750, 503]","[0.18935003876686096, 0.06362387537956238, 0.055740900337696075, 0.05046356841921806, 0.042947590351104736]",ILSVRC2012_val_00021824,968,n07930864,cup,household,human_related,table
base,inpainted,906,942,837,0,0.0839625597000122,"[837, 592, 849, 572, 971]","[0.08396255970001221, 0.07035749405622482, 0.046263910830020905, 0.038541920483112335, 0.03762190788984299]",ILSVRC2012_val_00023060,942,n07717556,butternut_squash,food,human_related,table
base,inpainted,907,941,6,0,0.1554523110389709,"[6, 17, 816, 801, 258]","[0.15545231103897095, 0.08816156536340714, 0.05675295367836952, 0.045966051518917084, 0.04278125986456871]",ILSVRC2012_val_00023613,941,n07717410,acorn_squash,food,human_related,table
base,inpainted,908,418,69,0,0.1212865710258483,"[69, 209, 972, 500, 888]","[0.12128657102584839, 0.07115424424409866, 0.04612303525209427, 0.04544873163104057, 0.030428431928157806]",ILSVRC2012_val_00023743,418,n02783161,ballpoint,clothing_and_accessories,human_related,table
base,inpainted,909,928,46,0,0.0784180611371994,"[46, 696, 816, 767, 813]","[0.0784180611371994, 0.05066206678748131, 0.04830063134431839, 0.033404599875211716, 0.030994629487395287]",ILSVRC2012_val_00023961,928,n07614500,ice_cream,food,human_related,table
base,inpainted,910,934,394,0,0.1029817163944244,"[394, 391, 472, 408, 792]","[0.10298171639442444, 0.07587919384241104, 0.06963690370321274, 0.03940889984369278, 0.03883819654583931]",ILSVRC2012_val_00024032,934,n07697537,hotdog,food,human_related,table
base,inpainted,911,968,721,0,0.2480496913194656,"[721, 588, 611, 443, 725]","[0.24804969131946564, 0.09200940281152725, 0.07969139516353607, 0.0741967186331749, 0.06618182361125946]",ILSVRC2012_val_00025885,968,n07930864,cup,household,human_related,table
base,inpainted,912,923,853,0,0.0932625904679298,"[853, 658, 182, 911, 462]","[0.09326259046792984, 0.07186026871204376, 0.05198870226740837, 0.044889189302921295, 0.041653938591480255]",ILSVRC2012_val_00026528,923,n07579787,plate,household,human_related,table
base,inpainted,913,194,562,0,0.0804551616311073,"[562, 287, 738, 200, 277]","[0.08045516163110733, 0.04852171242237091, 0.04500242695212364, 0.041461795568466187, 0.04036492854356766]",ILSVRC2012_val_00026675,194,n02096437,Dandie_Dinmont,animals,human_related,table
base,inpainted,914,927,492,0,0.1807901412248611,"[492, 750, 532, 831, 942]","[0.18079014122486115, 0.08973943442106247, 0.07101984322071075, 0.040699589997529984, 0.031753282994031906]",ILSVRC2012_val_00026853,927,n07613480,trifle,food,human_related,table
base,inpainted,915,686,786,0,0.056563165038824,"[786, 559, 532, 448, 744]","[0.05656316503882408, 0.03509288281202316, 0.03326258435845375, 0.03196288272738457, 0.030522240325808525]",ILSVRC2012_val_00027021,686,n03843555,oil_filter,technology_and_electronics,human_related,table
base,inpainted,916,737,416,0,0.1410702615976333,"[416, 561, 415, 920, 675]","[0.14107026159763336, 0.09358526766300201, 0.07880797237157822, 0.062972292304039, 0.06216561794281006]",ILSVRC2012_val_00028581,737,n03983396,pop_bottle,household,human_related,table
base,inpainted,917,849,201,0,0.1639536172151565,"[201, 99, 455, 85, 104]","[0.16395361721515656, 0.054225776344537735, 0.028407398611307144, 0.024073675274848938, 0.02252369001507759]",ILSVRC2012_val_00029747,849,n04398044,teapot,household,human_related,table
base,inpainted,918,855,230,0,0.2060021311044693,"[230, 263, 171, 231, 157]","[0.2060021311044693, 0.038419317454099655, 0.03748149797320366, 0.03366311267018318, 0.03008268028497696]",ILSVRC2012_val_00030456,855,n04423845,thimble,household,human_related,table
base,inpainted,919,611,910,0,0.1462765485048294,"[910, 424, 607, 169, 909]","[0.1462765485048294, 0.08060697466135025, 0.08058982342481613, 0.05297992751002312, 0.03943533077836037]",ILSVRC2012_val_00031067,611,n03598930,jigsaw_puzzle,household,human_related,table
base,inpainted,920,545,854,0,0.1500972360372543,"[854, 894, 709, 572, 462]","[0.15009723603725433, 0.11830051988363266, 0.04741771146655083, 0.044766057282686234, 0.03153252974152565]",ILSVRC2012_val_00031583,545,n03271574,electric_fan,technology_and_electronics,human_related,table
base,inpainted,921,761,532,0,0.6170622110366821,"[532, 427, 492, 669, 756]","[0.6170622110366821, 0.029768332839012146, 0.02554977312684059, 0.02461821585893631, 0.017005767673254013]",ILSVRC2012_val_00031904,761,n04074963,remote_control,technology_and_electronics,human_related,table
base,inpainted,922,521,462,0,0.1092555597424507,"[462, 545, 87, 499, 790]","[0.10925555974245071, 0.08354587852954865, 0.049204546958208084, 0.04760362207889557, 0.03916207700967789]",ILSVRC2012_val_00032279,521,n03133878,Crock_Pot,household,human_related,table
base,inpainted,923,626,6,0,0.057465773075819,"[6, 941, 58, 65, 801]","[0.057465773075819016, 0.03643250837922096, 0.02374999038875103, 0.02365560457110405, 0.023487592115998268]",ILSVRC2012_val_00032801,626,n03666591,lighter,household,human_related,table
base,inpainted,924,441,692,0,0.1287171095609665,"[692, 845, 534, 942, 726]","[0.1287171095609665, 0.04193294420838356, 0.041453007608652115, 0.037913329899311066, 0.03656987473368645]",ILSVRC2012_val_00034202,441,n02823750,beer_glass,household,human_related,table
base,inpainted,925,438,303,0,0.2131764143705368,"[303, 70, 310, 145, 75]","[0.2131764143705368, 0.15420764684677124, 0.04251154884696007, 0.028394028544425964, 0.027587484568357468]",ILSVRC2012_val_00034634,438,n02815834,beaker,household,human_related,table
base,inpainted,926,426,446,0,0.2446073293685913,"[446, 785, 556, 771, 868]","[0.2446073293685913, 0.07581965625286102, 0.042865630239248276, 0.023912781849503517, 0.02338697388768196]",ILSVRC2012_val_00035756,426,n02794156,barometer,technology_and_electronics,human_related,table
base,inpainted,927,710,587,0,0.0473297052085399,"[587, 583, 700, 918, 519]","[0.04732970520853996, 0.03510824218392372, 0.0323256179690361, 0.027439957484602928, 0.023298241198062897]",ILSVRC2012_val_00036558,710,n03908714,pencil_sharpener,technology_and_electronics,human_related,table
base,inpainted,928,613,721,0,0.216969683766365,"[721, 591, 549, 492, 619]","[0.21696968376636505, 0.12251459807157516, 0.06284177303314209, 0.05646929144859314, 0.038901153951883316]",ILSVRC2012_val_00037927,613,n03602883,joystick,technology_and_electronics,human_related,table
base,inpainted,929,574,896,0,0.0517698675394058,"[896, 876, 831, 495, 881]","[0.05176986753940582, 0.04873889684677124, 0.0330066904425621, 0.0287335105240345, 0.027420926839113235]",ILSVRC2012_val_00038447,574,n03445777,golf_ball,sports_and_recreation,human_related,table
base,inpainted,930,882,416,0,0.0966117158532142,"[416, 982, 804, 722, 617]","[0.09661171585321426, 0.09652569890022278, 0.07255535572767258, 0.06365367025136948, 0.05187923461198807]",ILSVRC2012_val_00038460,882,n04517823,vacuum,technology_and_electronics,human_related,table
base,inpainted,931,647,759,0,0.2064970731735229,"[759, 827, 492, 881, 662]","[0.20649707317352295, 0.08994978666305542, 0.06427035480737686, 0.05916358530521393, 0.04911114647984505]",ILSVRC2012_val_00038562,647,n03733805,measuring_cup,household,human_related,table
base,inpainted,932,737,525,0,0.360888659954071,"[525, 821, 912, 580, 562]","[0.36088865995407104, 0.09790320694446564, 0.09001916646957397, 0.05295770242810249, 0.03656746819615364]",ILSVRC2012_val_00038651,737,n03983396,pop_bottle,household,human_related,table
base,inpainted,933,963,549,0,0.0895841047167778,"[549, 879, 446, 506, 893]","[0.0895841047167778, 0.07229726016521454, 0.050133462995290756, 0.038226936012506485, 0.03192794322967529]",ILSVRC2012_val_00039396,963,n07873807,pizza,food,human_related,table
base,inpainted,934,662,979,0,0.1302656382322311,"[979, 978, 972, 975, 974]","[0.13026563823223114, 0.08239097148180008, 0.038351938128471375, 0.03211871162056923, 0.03202123939990997]",ILSVRC2012_val_00040023,662,n03777754,modem,technology_and_electronics,human_related,table
base,inpainted,935,891,846,0,0.0800994411110878,"[846, 789, 421, 619, 799]","[0.0800994411110878, 0.07545111328363419, 0.06475623697042465, 0.03923694044351578, 0.031380243599414825]",ILSVRC2012_val_00040294,891,n04542943,waffle_iron,technology_and_electronics,human_related,table
base,inpainted,936,891,700,0,0.1020910814404487,"[700, 450, 553, 736, 492]","[0.10209108144044876, 0.07688591629266739, 0.07274062186479568, 0.05105666443705559, 0.04750824347138405]",ILSVRC2012_val_00040911,891,n04542943,waffle_iron,technology_and_electronics,human_related,table
base,inpainted,937,710,798,0,0.0816411525011062,"[798, 748, 549, 411, 591]","[0.08164115250110626, 0.07630910724401474, 0.061269212514162064, 0.05969816446304321, 0.05760152265429497]",ILSVRC2012_val_00043654,710,n03908714,pencil_sharpener,technology_and_electronics,human_related,table
base,inpainted,938,188,651,0,0.1147748604416847,"[651, 877, 480, 421, 664]","[0.11477486044168472, 0.07713251560926437, 0.07686632126569748, 0.07641206681728363, 0.04261543229222298]",ILSVRC2012_val_00045280,188,n02095314,wire-haired_fox_terrier,animals,human_related,table
base,inpainted,939,503,549,0,0.2786218225955963,"[549, 419, 908, 446, 499]","[0.2786218225955963, 0.16919022798538208, 0.06546596437692642, 0.032907240092754364, 0.02214772254228592]",ILSVRC2012_val_00045285,503,n03062245,cocktail_shaker,household,human_related,table
base,inpainted,940,849,1,0,0.1595653295516967,"[1, 659, 909, 647, 967]","[0.15956532955169678, 0.110960952937603, 0.0840350016951561, 0.05378791317343712, 0.04548797756433487]",ILSVRC2012_val_00046127,849,n04398044,teapot,household,human_related,table
base,inpainted,941,968,894,0,0.1928271055221557,"[894, 799, 553, 588, 789]","[0.19282710552215576, 0.0847821831703186, 0.07536383718252182, 0.07289523631334305, 0.039908893406391144]",ILSVRC2012_val_00046554,968,n07930864,cup,household,human_related,table
base,inpainted,942,438,435,0,0.1180799826979637,"[435, 284, 753, 876, 729]","[0.11807998269796371, 0.04674266651272774, 0.04139739274978638, 0.03988455981016159, 0.03554036468267441]",ILSVRC2012_val_00046614,438,n02815834,beaker,household,human_related,table
base,inpainted,943,530,868,0,0.2497884035110473,"[868, 881, 789, 910, 492]","[0.24978840351104736, 0.1933387666940689, 0.04326929152011871, 0.03371286764740944, 0.030079860240221024]",ILSVRC2012_val_00047057,530,n03196217,digital_clock,technology_and_electronics,human_related,table
base,inpainted,944,613,919,0,0.1450846940279007,"[919, 478, 700, 795, 750]","[0.1450846940279007, 0.07154106348752975, 0.07089647650718689, 0.05469830706715584, 0.04875260591506958]",ILSVRC2012_val_00047465,613,n03602883,joystick,technology_and_electronics,human_related,table
base,inpainted,945,786,435,0,0.0872934162616729,"[435, 736, 876, 651, 492]","[0.08729341626167297, 0.0852046087384224, 0.05134027451276779, 0.03875892609357834, 0.03662757948040962]",ILSVRC2012_val_00049473,786,n04179913,sewing_machine,technology_and_electronics,human_related,table
base,inpainted,946,466,835,0,0.1313085705041885,"[835, 743, 807, 580, 769]","[0.13130857050418854, 0.07447033375501633, 0.06009618192911148, 0.05773884057998657, 0.05506563186645508]",ILSVRC2012_val_00000562,466,n02917067,bullet_train,vehicles,human_related,rail
base,inpainted,947,466,705,0,0.1400052607059478,"[705, 703, 466, 718, 538]","[0.14000526070594788, 0.08094681054353714, 0.07734723389148712, 0.053938426077365875, 0.04938250407576561]",ILSVRC2012_val_00002410,466,n02917067,bullet_train,vehicles,human_related,rail
base,inpainted,948,466,839,0,0.4427743554115295,"[839, 580, 807, 791, 858]","[0.44277435541152954, 0.06360819190740585, 0.04371868073940277, 0.020163068547844887, 0.019128061830997467]",ILSVRC2012_val_00004203,466,n02917067,bullet_train,vehicles,human_related,rail
base,inpainted,949,547,466,0,0.5224400758743286,"[466, 705, 547, 829, 627]","[0.5224400758743286, 0.4118354320526123, 0.018627507612109184, 0.01558584813028574, 0.010945002548396587]",ILSVRC2012_val_00004585,547,n03272562,electric_locomotive,vehicles,human_related,rail
base,inpainted,950,547,547,1,0.7644761800765991,"[547, 820, 565, 425, 912]","[0.7644761800765991, 0.05386274307966232, 0.03413685783743858, 0.016904029995203018, 0.01142990030348301]",ILSVRC2012_val_00006515,547,n03272562,electric_locomotive,vehicles,human_related,rail
base,inpainted,951,547,912,0,0.1896793693304062,"[912, 646, 425, 820, 853]","[0.1896793693304062, 0.16911911964416504, 0.11011562496423721, 0.04244546219706535, 0.04137255623936653]",ILSVRC2012_val_00009893,547,n03272562,electric_locomotive,vehicles,human_related,rail
base,inpainted,952,466,466,1,0.928107738494873,"[466, 525, 888, 705, 536]","[0.928107738494873, 0.011128151789307594, 0.008490268141031265, 0.007471016142517328, 0.0064065721817314625]",ILSVRC2012_val_00012612,466,n02917067,bullet_train,vehicles,human_related,rail
base,inpainted,953,466,547,0,0.6076210141181946,"[547, 705, 466, 580, 829]","[0.6076210141181946, 0.27991417050361633, 0.07719304412603378, 0.020062578842043877, 0.010354983620345592]",ILSVRC2012_val_00014818,466,n02917067,bullet_train,vehicles,human_related,rail
base,inpainted,954,829,829,1,0.3878165185451507,"[829, 833, 705, 580, 698]","[0.38781651854515076, 0.18087488412857056, 0.13226012885570526, 0.061289843171834946, 0.0426531657576561]",ILSVRC2012_val_00019234,829,n04335435,streetcar,vehicles,human_related,rail
base,inpainted,955,547,705,0,0.4599862992763519,"[705, 547, 829, 718, 565]","[0.45998629927635193, 0.314953476190567, 0.058059416711330414, 0.036525432020425797, 0.022847900167107582]",ILSVRC2012_val_00019595,547,n03272562,electric_locomotive,vehicles,human_related,rail
base,inpainted,956,829,829,1,0.9804509878158568,"[829, 874, 833, 920, 403]","[0.9804509878158569, 0.0042269607074558735, 0.004141686949878931, 0.002098402474075556, 0.0016899791080504656]",ILSVRC2012_val_00022600,829,n04335435,streetcar,vehicles,human_related,rail
base,inpainted,957,829,829,1,0.4100503325462341,"[829, 562, 497, 724, 743]","[0.41005033254623413, 0.06468668580055237, 0.04079306498169899, 0.03795256093144417, 0.03199143335223198]",ILSVRC2012_val_00024430,829,n04335435,streetcar,vehicles,human_related,rail
base,inpainted,958,829,628,0,0.4118235111236572,"[628, 536, 724, 780, 829]","[0.4118235111236572, 0.15138962864875793, 0.04178652539849281, 0.036501530557870865, 0.03638520464301109]",ILSVRC2012_val_00024820,829,n04335435,streetcar,vehicles,human_related,rail
base,inpainted,959,820,820,1,0.3542425632476806,"[820, 705, 547, 912, 888]","[0.35424256324768066, 0.09487587213516235, 0.09248269349336624, 0.06339213252067566, 0.05697476118803024]",ILSVRC2012_val_00026477,820,n04310018,steam_locomotive,vehicles,human_related,rail
base,inpainted,960,820,291,0,0.0928051620721817,"[291, 972, 349, 649, 825]","[0.0928051620721817, 0.059084828943014145, 0.053543247282505035, 0.046230580657720566, 0.04561787471175194]",ILSVRC2012_val_00026883,820,n04310018,steam_locomotive,vehicles,human_related,rail
base,inpainted,961,829,829,1,0.2420737892389297,"[829, 646, 703, 972, 880]","[0.24207378923892975, 0.05933551862835884, 0.04144519567489624, 0.040293872356414795, 0.03965041786432266]",ILSVRC2012_val_00028630,829,n04335435,streetcar,vehicles,human_related,rail
base,inpainted,962,820,115,0,0.2244262993335724,"[115, 990, 962, 475, 108]","[0.2244262993335724, 0.1616014987230301, 0.037844642996788025, 0.033671360462903976, 0.023445378988981247]",ILSVRC2012_val_00034023,820,n04310018,steam_locomotive,vehicles,human_related,rail
base,inpainted,963,829,829,1,0.4010083079338074,"[829, 698, 791, 705, 839]","[0.4010083079338074, 0.056745853275060654, 0.05534091591835022, 0.045260775834321976, 0.04421842098236084]",ILSVRC2012_val_00040648,829,n04335435,streetcar,vehicles,human_related,rail
base,inpainted,964,829,698,0,0.5902439951896667,"[698, 873, 829, 466, 682]","[0.5902439951896667, 0.16931235790252686, 0.06862210482358932, 0.027617428451776505, 0.01875222660601139]",ILSVRC2012_val_00043000,829,n04335435,streetcar,vehicles,human_related,rail
base,inpainted,965,829,912,0,0.1332398653030395,"[912, 716, 562, 839, 703]","[0.13323986530303955, 0.10914815962314606, 0.10849424451589584, 0.0651606097817421, 0.059529539197683334]",ILSVRC2012_val_00044131,829,n04335435,streetcar,vehicles,human_related,rail
base,inpainted,966,820,646,0,0.2113200277090072,"[646, 912, 387, 703, 825]","[0.21132002770900726, 0.11382967233657837, 0.06136973574757576, 0.026568220928311348, 0.026165323331952095]",ILSVRC2012_val_00044347,820,n04310018,steam_locomotive,vehicles,human_related,rail
base,inpainted,967,829,698,0,0.2248530685901641,"[698, 663, 829, 743, 668]","[0.22485306859016418, 0.18006370961666107, 0.07585756480693817, 0.06204069033265114, 0.044919949024915695]",ILSVRC2012_val_00046104,829,n04335435,streetcar,vehicles,human_related,rail
base,inpainted,968,102,314,0,0.1262371689081192,"[314, 318, 44, 79, 313]","[0.1262371689081192, 0.09516331553459167, 0.08137699216604233, 0.07863827794790268, 0.05423111096024513]",ILSVRC2012_val_00000319,102,n01872401,echidna,animals,human_related,floor
base,inpainted,969,850,620,0,0.1851300746202469,"[620, 753, 681, 806, 673]","[0.1851300746202469, 0.10435010492801666, 0.06656640768051147, 0.040269166231155396, 0.03479018434882164]",ILSVRC2012_val_00002673,850,n04399382,teddy,household,human_related,floor
base,inpainted,970,850,437,0,0.0433244667947292,"[437, 425, 539, 510, 492]","[0.04332446679472923, 0.039690565317869186, 0.03168867900967598, 0.030316853895783424, 0.02856542356312275]",ILSVRC2012_val_00004769,850,n04399382,teddy,household,human_related,floor
base,inpainted,971,539,473,0,0.1680479645729065,"[473, 563, 629, 763, 784]","[0.1680479645729065, 0.13091959059238434, 0.07551679015159607, 0.049757618457078934, 0.048366524279117584]",ILSVRC2012_val_00006362,539,n03223299,doormat,household,human_related,floor
base,inpainted,972,374,58,0,0.0943235605955123,"[58, 858, 704, 41, 77]","[0.09432356059551239, 0.07798979431390762, 0.06879844516515732, 0.05212615057826042, 0.03756020590662956]",ILSVRC2012_val_00007010,374,n02488291,langur,animals,human_related,floor
base,inpainted,973,601,884,0,0.2252407073974609,"[884, 706, 750, 532, 223]","[0.22524070739746094, 0.22057890892028809, 0.0801791176199913, 0.021098542958498, 0.017586033791303635]",ILSVRC2012_val_00007809,601,n03534580,hoopskirt,clothing_and_accessories,human_related,floor
base,inpainted,974,929,799,0,0.1055248156189918,"[799, 877, 753, 532, 840]","[0.10552481561899185, 0.08563428372144699, 0.08531328290700912, 0.05495656654238701, 0.04586734250187874]",ILSVRC2012_val_00008864,929,n07615774,ice_lolly,food,human_related,floor
base,inpainted,975,203,884,0,0.0702835172414779,"[884, 738, 905, 519, 880]","[0.07028351724147797, 0.05753431096673012, 0.0537930466234684, 0.0347941555082798, 0.028310470283031464]",ILSVRC2012_val_00008945,203,n02098286,West_Highland_white_terrier,animals,human_related,floor
base,inpainted,976,532,977,0,0.0986335650086402,"[977, 499, 868, 910, 893]","[0.09863356500864029, 0.04219776764512062, 0.04022984951734543, 0.03467864543199539, 0.032776329666376114]",ILSVRC2012_val_00009758,532,n03201208,dining_table,household,human_related,floor
base,inpainted,977,153,835,0,0.1312818527221679,"[835, 460, 706, 134, 977]","[0.13128185272216797, 0.11030102521181107, 0.09997765719890594, 0.06725756824016571, 0.048003096133470535]",ILSVRC2012_val_00012291,153,n02085936,Maltese_dog,animals,human_related,floor
base,inpainted,978,733,915,0,0.1291831135749817,"[915, 726, 752, 669, 425]","[0.1291831135749817, 0.03017451800405979, 0.029838791117072105, 0.027795204892754555, 0.026624105870723724]",ILSVRC2012_val_00012459,733,n03976657,pole,buildings_and_structures,human_related,floor
base,inpainted,979,363,410,0,0.0823684930801391,"[410, 703, 363, 539, 858]","[0.08236849308013916, 0.03472381830215454, 0.031147655099630356, 0.030530529096722603, 0.027828242629766464]",ILSVRC2012_val_00014288,363,n02454379,armadillo,animals,human_related,floor
base,inpainted,980,674,581,0,0.0686137378215789,"[581, 915, 967, 703, 867]","[0.06861373782157898, 0.0450725257396698, 0.04115346446633339, 0.038397401571273804, 0.036226656287908554]",ILSVRC2012_val_00014455,674,n03794056,mousetrap,household,human_related,floor
base,inpainted,981,778,312,0,0.3489008843898773,"[312, 311, 315, 314, 318]","[0.3489008843898773, 0.11477245390415192, 0.08395114541053772, 0.0680539458990097, 0.0543702058494091]",ILSVRC2012_val_00016073,778,n04141975,scale,household,human_related,floor
base,inpainted,982,765,653,0,0.0709269121289253,"[653, 184, 213, 261, 478]","[0.07092691212892532, 0.05347685143351555, 0.04549292474985123, 0.04338119924068451, 0.035747841000556946]",ILSVRC2012_val_00019156,765,n04099969,rocking_chair,household,human_related,floor
